route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_color,route_text_color,exact_times
"55-S30-8-sj2-1","5967","S308","Macksville to Gumma","School buses","712","00B5EF","FFFFFF","1"
"55-S30-9-sj2-1","5967","S309","St Augustine's Primary to Park Beach Plaza via Vera Dr","School buses","712","00B5EF","FFFFFF","1"
"55-S31-0-sj2-1","5967","S310","Coffs Harbour Christian Community to Macksville via Nambucca Heads","School buses","712","00B5EF","FFFFFF","1"
"55-S31-1-sj2-1","5967","S311","Nambucca Heads PS to Wirrimbi via Bowraville","School buses","712","00B5EF","FFFFFF","1"
"55-S31-2-sj2-1","5967","S312","Nambucca Heads PS to Macksville PS","School buses","712","00B5EF","FFFFFF","1"
"55-S31-3-sj2-1","5967","S313","Nambucca Heads PS to Nambucca Heads Old Coast Rd","School buses","712","00B5EF","FFFFFF","1"
"55-S31-4-sj2-1","5967","S314","Nambucca Heads Old Coast Rd to Hyland Park","School buses","712","00B5EF","FFFFFF","1"
"55-S31-5-sj2-1","5967","S315","Nambucca Heads PS to Valla Giinagay Way via Hyland Park and Valla","School buses","712","00B5EF","FFFFFF","1"
"55-S31-6-sj2-1","5967","S316","Nambucca Heads High to Macksville High","School buses","712","00B5EF","FFFFFF","1"
"55-S31-7-sj2-1","5967","S317","Macksville High to Nambucca Heads","School buses","712","00B5EF","FFFFFF","1"
"55-S31-8-sj2-1","5967","S318","Macksville PS to Macksville Upper Warrell Creek Rd","School buses","712","00B5EF","FFFFFF","1"
"55-S31-9-sj2-1","5967","S319","St Patrick's Primary to Warrell Creek via Macksville and Eungai Rail","School buses","712","00B5EF","FFFFFF","1"
"55-S32-0-sj2-1","5967","S320","St Patrick's Primary to Valla via Nambucca Heads","School buses","712","00B5EF","FFFFFF","1"
"55-S32-1-sj2-1","5967","S321","Macksville Adventist to Donnellyville via Eungai Creek","School buses","712","00B5EF","FFFFFF","1"
"55-S32-2-sj2-1","5967","S322","St Patrick's Primary to Bowraville","School buses","712","00B5EF","FFFFFF","1"
"55-S32-3-sj2-1","5967","S323","Bowraville to Nambucca Heads via Macksville","School buses","712","00B5EF","FFFFFF","1"
"55-S32-4-sj2-1","5967","S324","St Patrick's Primary to Upper Taylors Arm via Macksville and Utungun","School buses","712","00B5EF","FFFFFF","1"
"55-S32-5-sj2-1","5967","S325","Upper Taylors Arm to Macksville","School buses","712","00B5EF","FFFFFF","1"
"55-S32-6-sj2-1","5967","S326","St Patrick's Primary to Bowraville","School buses","712","00B5EF","FFFFFF","1"
"55-S32-7-sj2-1","5967","S327","Bowraville to Macksville PS","School buses","712","00B5EF","FFFFFF","1"
"55-S32-8-sj2-1","5967","S328","Bishop Druitt to Bellingen","School buses","712","00B5EF","FFFFFF","1"
"55-S32-9-sj2-1","5967","S329","Bellingen PS to Repton via Mylestom","School buses","712","00B5EF","FFFFFF","1"
"55-S33-0-sj2-1","5967","S330","Repton Perrys Rd to Repton Mylestom Dr via Mylestom","School buses","712","00B5EF","FFFFFF","1"
"55-S33-1-sj2-1","5967","S331","Nambucca Heads PS to Valla","School buses","712","00B5EF","FFFFFF","1"
"55-S33-2-sj2-1","5967","S332","Casuarina Steiner to Bellingen via Coffs Harbour Education Campus","School buses","712","00B5EF","FFFFFF","1"
"55-S33-3-sj2-1","5967","S333","Bellingen to Coffs Harbour City Centre via Toormina","School buses","712","00B5EF","FFFFFF","1"
"55-S33-4-sj2-1","5967","S334","William Bayldon PS to Urunga via Coffs Harbour Christian Community","School buses","712","00B5EF","FFFFFF","1"
"55-S33-5-sj2-1","5784","S335","Repton PS to Repton Bailey St via Raleigh","School buses","712","00B5EF","FFFFFF","1"
"55-S33-6-sj2-1","5784","S336","Repton PS to Bundagen McCabes Rd via Mylestom","School buses","712","00B5EF","FFFFFF","1"
"55-S33-7-sj2-1","5967","S337","Bellingen High to Urunga","School buses","712","00B5EF","FFFFFF","1"
"55-S33-8-sj2-1","5967","S338","Urunga PS to Brierfield South Arm Rd","School buses","712","00B5EF","FFFFFF","1"
"55-S33-9-sj2-1","5967","S339","Raleigh PS to Raleigh Old Pacific Hwy via Bellingen and Urunga","School buses","712","00B5EF","FFFFFF","1"
"55-S34-0-sj2-1","5967","S340","Repton PS to Bonville PS via Urunga","School buses","712","00B5EF","FFFFFF","1"
"55-S34-1-sj2-1","5784","S341","Bellingen Schools to Raleigh North Bank Rd","School buses","712","00B5EF","FFFFFF","1"
"55-S34-2-sj2-1","5967","S342","Karangi PS to Coffs Harbour via Upper Orara and Coffs Harbour Jetty","School buses","712","00B5EF","FFFFFF","1"
"55-S34-3-sj2-1","5967","S343","Crossmaglen PS to Boambee Lindsays Rd via Bonville","School buses","712","00B5EF","FFFFFF","1"
"55-S34-4-sj2-1","5967","S344","Boambee PS to Bonville via Coffs Harbour","School buses","712","00B5EF","FFFFFF","1"
"55-S34-5-sj2-1","5967","S345","Bishop Druitt to Park Beach Plaza via Donn-Patterson Dr","School buses","712","00B5EF","FFFFFF","1"
"55-S34-6-sj2-1","5967","S346","Boambee PS to Bishop Druitt via Boambee","School buses","712","00B5EF","FFFFFF","1"
"55-S34-7-sj2-1","5967","S347","Bishop Druitt to North Boambee Valley Isles Dr via Coffs Harbour","School buses","712","00B5EF","FFFFFF","1"
"55-S34-8-sj2-1","5967","S348","Boambee PS to Bonville via Boambee and Toormina","School buses","712","00B5EF","FFFFFF","1"
"55-S34-9-sj2-1","5967","S349","Casuarina Steiner to Coffs Harbour City Centre via Coffs Harbour HS","School buses","712","00B5EF","FFFFFF","1"
"55-S35-0-sj2-1","5967","S350","Mary Help of Christians Primary to Boambee Lindsays Rd via Bonville","School buses","712","00B5EF","FFFFFF","1"
"55-S35-1-sj2-1","5967","S351","Bonville PS to Coffs Harbour via Bonville","School buses","712","00B5EF","FFFFFF","1"
"55-S35-2-sj2-1","5967","S352","Coffs Harbour Christian Community to Coffs Harbour Showground","School buses","712","00B5EF","FFFFFF","1"
"55-S35-3-sj2-1","5967","S353","Bonville PS to Boambee via St John Paul","School buses","712","00B5EF","FFFFFF","1"
"55-S35-4-sj2-1","5967","S354","Coffs Harbour PS to Coffs Harbour Thompsons Rd via Bray St","School buses","712","00B5EF","FFFFFF","1"
"55-S35-5-sj2-1","5967","S355","Coffs Harbour PS to Coffs Harbour Combine St via Boambee","School buses","712","00B5EF","FFFFFF","1"
"55-S35-6-sj2-1","5967","S356","St Augustine's Primary to Coffs Harbour Coral Ave via Coffs Harbour","School buses","712","00B5EF","FFFFFF","1"
"55-S35-7-sj2-1","5967","S357","St Augustine's Primary to Coffs Harbour West High St","School buses","712","00B5EF","FFFFFF","1"
"55-S35-8-sj2-1","5967","S358","Bishop Druitt to Coffs Harbour Murray Dr via Polwarth Dr","School buses","712","00B5EF","FFFFFF","1"
"55-S35-9-sj2-1","5967","S359","St Augustine's Primary to Coffs Harbour City Centre via Bray St","School buses","712","00B5EF","FFFFFF","1"
"55-S36-0-sj2-1","5967","S360","St Augustine's Primary to Coramba Orara Way via St John Paul","School buses","712","00B5EF","FFFFFF","1"
"55-S36-1-sj2-1","5967","S361","St Augustine's Primary to Coffs Harbour Gundagai St via Orlando St","School buses","712","00B5EF","FFFFFF","1"
"55-S36-2-sj2-1","5967","S362","Coffs Harbour PS to Coffs Harbour Combine St via Karuah Ave and Orara HS","School buses","712","00B5EF","FFFFFF","1"
"55-S36-3-sj2-1","5967","S363","Tyalla PS to Coffs Harbour Pacific Hwy via Coffs Harbour Jetty","School buses","712","00B5EF","FFFFFF","1"
"55-S36-4-sj2-1","5967","S364","St John Paul to Coffs Harbour Marcia St via Mackays Rd","School buses","712","00B5EF","FFFFFF","1"
"55-S36-5-sj2-1","5967","S365","St John Paul to Coffs Harbour Bailey Ave via Coffs Harbour Jetty","School buses","712","00B5EF","FFFFFF","1"
"55-S36-6-sj2-1","5967","S366","Bishop Druitt to Bonville PS","School buses","712","00B5EF","FFFFFF","1"
"55-S36-7-sj2-1","5967","S367","Bonville PS to Bonville Archville Station Rd","School buses","712","00B5EF","FFFFFF","1"
"55-S36-8-sj2-1","5967","S368","Coffs Harbour Christian Community to Coffs Harbour","School buses","712","00B5EF","FFFFFF","1"
"55-S36-9-sj2-1","5967","S369","Orara High to Raleigh Waterfall Way via Coffs Harbour PS and Repton","School buses","712","00B5EF","FFFFFF","1"
"55-S37-0-sj2-1","5971","S370","Lake Cathie to St Joseph's Regional via Lighthouse Rd","School buses","712","00B5EF","FFFFFF","1"
"55-S37-1-sj2-1","5971","S371","Laurieton to Westport PS","School buses","712","00B5EF","FFFFFF","1"
"55-S37-2-sj2-1","5971","S372","Kendall to St Columba Anglican via North Haven","School buses","712","00B5EF","FFFFFF","1"
"55-S37-3-sj2-1","5971","S373","Lorne Stewarts River Rd to Laurieton PS via Black Creek Rd","School buses","712","00B5EF","FFFFFF","1"
"55-S37-4-sj2-1","5971","S374","West Haven to St Joseph's Regional via Kendall","School buses","712","00B5EF","FFFFFF","1"
"55-S37-5-sj2-1","5971","S375","Port Macquarie The Ruins Way to St Joseph's Regional","School buses","712","00B5EF","FFFFFF","1"
"55-S37-6-sj2-1","5971","S376","Lake Cathie to Camden Haven High via North Haven","School buses","712","00B5EF","FFFFFF","1"
"55-S37-7-sj2-1","5971","S377","Lake Cathie Ocean Dr to Camden Haven High via North Haven","School buses","712","00B5EF","FFFFFF","1"
"55-S37-8-sj2-1","5971","S378","West Haven to Camden Haven High","School buses","712","00B5EF","FFFFFF","1"
"55-S37-9-sj2-1","5971","S379","West Haven to St Joseph's Regional via Bonny Hills","School buses","712","00B5EF","FFFFFF","1"
"55-S38-0-sj2-1","5971","S380","Bonny Hills to St Joseph's Regional","School buses","712","00B5EF","FFFFFF","1"
"55-S38-1-sj2-1","5971","S381","Lakewood to Wauchope High via Kendall","School buses","712","00B5EF","FFFFFF","1"
"55-S38-2-sj2-1","5971","S382","West Haven to Wauchope High via Lake Cathie","School buses","712","00B5EF","FFFFFF","1"
"55-S38-3-sj2-1","5971","S383","Bonny Hills to St Agnes' Primary","School buses","712","00B5EF","FFFFFF","1"
"55-S38-4-sj2-1","5971","S384","Lake Cathie to Laurieton PS","School buses","712","00B5EF","FFFFFF","1"
"55-S38-5-sj2-1","5971","S385","Batar Creek Rd to Laurieton PS","School buses","712","00B5EF","FFFFFF","1"
"55-S38-6-sj2-1","5971","S386","Kew Pacific Hwy to Laurieton PS via Johns River","School buses","712","00B5EF","FFFFFF","1"
"55-S38-7-sj2-1","5971","S387","Lake Cathie to North Haven PS","School buses","712","00B5EF","FFFFFF","1"
"55-S38-8-sj2-1","5971","S388","Grants Beach Ocean Dr to North Haven PS via Bonny Hills","School buses","712","00B5EF","FFFFFF","1"
"55-S38-9-sj2-1","5971","S389","Grants Beach Ocean Dr to Camden Haven High via Bonny Hills","School buses","712","00B5EF","FFFFFF","1"
"55-S39-0-sj2-1","5971","S390","North Haven to Kendall PS","School buses","712","00B5EF","FFFFFF","1"
"55-S39-1-sj2-1","5971","S391","Camden Head to Camden Haven High","School buses","712","00B5EF","FFFFFF","1"
"55-S39-2-sj2-1","5971","S392","Camden Haven High to North Haven PS","School buses","712","00B5EF","FFFFFF","1"
"55-S39-3-sj2-1","5971","S393","Camden Head to St Joseph's Primary","School buses","712","00B5EF","FFFFFF","1"
"55-S39-4-sj2-1","5971","S394","Herons Creek Pacific Hwy to North Haven PS via Kendall","School buses","712","00B5EF","FFFFFF","1"
"55-S39-5-sj2-1","5971","S395","Bonny Hills to Lake Cathie PS","School buses","712","00B5EF","FFFFFF","1"
"55-S39-6-sj2-1","5971","S396","Bonny Hills to North Haven PS","School buses","712","00B5EF","FFFFFF","1"
"55-S39-7-sj2-1","5971","S397","Upper Pappinbarra to St Joseph's Primary","School buses","712","00B5EF","FFFFFF","1"
"55-S39-8-sj2-1","5971","S398","Comboyne Rd to St Joseph's Primary","School buses","712","00B5EF","FFFFFF","1"
"55-S39-9-sj2-1","5971","S399","Comboyne to Wauchope Showground","School buses","712","00B5EF","FFFFFF","1"
"55-S40-0-sj2-1","5971","S400","Wauchope Showground to Beechwood PS","School buses","712","00B5EF","FFFFFF","1"
"55-S40-1-sj2-1","5971","S401","Lower Pappinbarra Lemon Gum Rd to St Joseph's Primary via Bellangry","School buses","712","00B5EF","FFFFFF","1"
"55-S40-2-sj2-1","5971","S402","Port Macquarie to St Joseph's Primary","School buses","712","00B5EF","FFFFFF","1"
"55-S40-3-sj2-1","5971","S403","Wauchope Stoney Creek Rd to Wauchope Showground via Beechwood","School buses","712","00B5EF","FFFFFF","1"
"55-S40-4-sj2-1","5971","S404","Wauchope to Huntingdon PS","School buses","712","00B5EF","FFFFFF","1"
"55-S40-5-sj2-1","5971","S405","Long Flat Henry St to Wauchope Showground","School buses","712","00B5EF","FFFFFF","1"
"55-S40-6-sj2-1","5971","S406","Wauchope to St Joseph's Primary","School buses","712","00B5EF","FFFFFF","1"
"55-S40-7-sj2-1","5971","S407","Wauchope Cameron St to Wauchope PS","School buses","712","00B5EF","FFFFFF","1"
"55-S40-8-sj2-1","5971","S408","Yarras Forbes River Rd to St Joseph's Primary","School buses","712","00B5EF","FFFFFF","1"
"55-S40-9-sj2-1","5971","S409","Pipeclay Rd to St Joseph's Primary","School buses","712","00B5EF","FFFFFF","1"
"55-S41-0-sj2-1","5971","S410","Wauchope to St Joseph's Regional","School buses","712","00B5EF","FFFFFF","1"
"55-S41-1-sj2-1","5971","S411","King Creek to Wauchope PS","School buses","712","00B5EF","FFFFFF","1"
"55-S41-2-sj2-1","5971","S412","Redbank Stoney Creek Rd to St Joseph's Primary","School buses","712","00B5EF","FFFFFF","1"
"55-S41-3-sj2-1","5971","S413","St Joseph's Primary to Wauchope PS","School buses","712","00B5EF","FFFFFF","1"
"55-S41-4-sj2-1","5971","S414","Herons Creek Bago Rd to St Columba Anglican via King Creek","School buses","712","00B5EF","FFFFFF","1"
"55-S41-5-sj2-1","5971","S415","Wauchope to St Joseph's Primary","School buses","712","00B5EF","FFFFFF","1"
"55-S41-6-sj2-1","5971","S416","Wauchope to St Agnes' Primary","School buses","712","00B5EF","FFFFFF","1"
"55-S41-7-sj2-1","5971","S417","Wauchope to Port Macquarie Adventist","School buses","712","00B5EF","FFFFFF","1"
"55-S41-8-sj2-1","5971","S418","Beechwood Mortons Creek Rd to St Joseph's Primary","School buses","712","00B5EF","FFFFFF","1"
"55-S41-9-sj2-1","5971","S419","Bonny Hills to Hastings PS","School buses","712","00B5EF","FFFFFF","1"
"55-S42-0-sj2-1","5971","S420","Upper Rollands Plains Rd to Port Macquarie Adventist","School buses","712","00B5EF","FFFFFF","1"
"55-S42-1-sj2-1","5971","S421","Port Macquarie Kennedy Dr to Port Macquarie Adventist","School buses","712","00B5EF","FFFFFF","1"
"55-S42-2-sj2-1","5971","S422","Port Macquarie Marbuk Ave to Tacking Point PS","School buses","712","00B5EF","FFFFFF","1"
"55-S42-3-sj2-1","5971","S423","Kempsey to Kempsey East PS via West Kempsey","School buses","712","00B5EF","FFFFFF","1"
"55-S42-4-sj2-1","5971","S424","Gum Scrub Rd to Telegraph Point PS","School buses","712","00B5EF","FFFFFF","1"
"55-S42-5-sj2-1","5971","S425","Cooperabung Dr to St Joseph's Regional via Westport PS","School buses","712","00B5EF","FFFFFF","1"
"55-S42-6-sj2-1","5971","S426","Upper Rollands Plains Rd to Telegraph Point PS","School buses","712","00B5EF","FFFFFF","1"
"55-S42-7-sj2-1","5971","S427","Gum Scrub Rd to Hastings PS","School buses","712","00B5EF","FFFFFF","1"
"55-S42-8-sj2-1","5971","S428","Rawdon Island Rd to Port Macquarie via Sancrox","School buses","712","00B5EF","FFFFFF","1"
"55-S42-9-sj2-1","5971","S429","Port Macquarie Gordon St to Lake Cathie","School buses","712","00B5EF","FFFFFF","1"
"55-S43-0-sj2-1","5971","S430","Lake Cathie to St Agnes' Primary","School buses","712","00B5EF","FFFFFF","1"
"55-S43-1-sj2-1","5971","S431","Lake Innes Burrawan Forest Dr to Westport PS","School buses","712","00B5EF","FFFFFF","1"
"55-S43-2-sj2-1","5971","S432","Port Macquarie Lord St to St Joseph's Regional","School buses","712","00B5EF","FFFFFF","1"
"55-S43-3-sj2-1","5971","S433","Port Macquarie Ocean Dr to Tacking Point PS","School buses","712","00B5EF","FFFFFF","1"
"55-S43-4-sj2-1","5971","S434","Port Macquarie Jonas Absalom Dr to St Columba Anglican","School buses","712","00B5EF","FFFFFF","1"
"55-S43-5-sj2-1","5971","S435","Port Macquarie The Ruins Way to St Agnes' Primary","School buses","712","00B5EF","FFFFFF","1"
"55-S43-6-sj2-1","5971","S436","Port Macquarie Lord St to MacKillop","School buses","712","00B5EF","FFFFFF","1"
"55-S43-7-sj2-1","5971","S437","Port Macquarie Emerald Dr to Port Macquarie Adventist","School buses","712","00B5EF","FFFFFF","1"
"55-S43-8-sj2-1","5971","S438","Port Macquarie Jonas Absalom Dr to MacKillop","School buses","712","00B5EF","FFFFFF","1"
"55-S43-9-sj2-1","5971","S439","Port Macquarie Watonga St to MacKillop","School buses","712","00B5EF","FFFFFF","1"
"55-S44-0-sj2-1","5971","S440","Port Macquarie Lord St to St Joseph's Regional via The Jib","School buses","712","00B5EF","FFFFFF","1"
"55-S44-1-sj2-1","5971","S441","Port Macquarie Jonas Absalom Dr to Tacking Point PS","School buses","712","00B5EF","FFFFFF","1"
"55-S44-2-sj2-1","5971","S442","Settlement Point to St Joseph's Regional","School buses","712","00B5EF","FFFFFF","1"
"55-S44-3-sj2-1","5971","S443","Port Macquarie Marbuk Ave to MacKillop","School buses","712","00B5EF","FFFFFF","1"
"55-S44-4-sj2-1","5971","S444","Port Macquarie Lake Rd to Port Macquarie PS via Amethyst Way","School buses","712","00B5EF","FFFFFF","1"
"55-S44-5-sj2-1","5971","S445","Port Macquarie Bangalay Dr to St Columba Anglican","School buses","712","00B5EF","FFFFFF","1"
"55-S44-6-sj2-1","5971","S446","Port Macquarie Marbuk Ave to Hastings Secondary","School buses","712","00B5EF","FFFFFF","1"
"55-S44-7-sj2-1","5971","S447","Port Macquarie Marbuk Ave to Westport PS","School buses","712","00B5EF","FFFFFF","1"
"55-S44-8-sj2-1","5971","S448","Settlement Point to Hastings Secondary via Lady Nelson Dr","School buses","712","00B5EF","FFFFFF","1"
"55-S44-9-sj2-1","5971","S449","Port Macquarie Crestwood Dr to Westport PS","School buses","712","00B5EF","FFFFFF","1"
"55-S45-0-sj2-1","5971","S450","Port Macquarie to St Columba Anglican","School buses","712","00B5EF","FFFFFF","1"
"55-S45-1-sj2-1","5971","S451","Port Macquarie Bangalay Dr to MacKillop","School buses","712","00B5EF","FFFFFF","1"
"55-S45-2-sj2-1","5971","S452","Port Macquarie Koala St to St Columba Anglican","School buses","712","00B5EF","FFFFFF","1"
"55-S45-3-sj2-1","5971","S453","Port Macquarie Koala St to St Joseph's Regional","School buses","712","00B5EF","FFFFFF","1"
"55-S45-4-sj2-1","5971","S454","Port Macquarie Sherwood Rd to Port Macquarie PS","School buses","712","00B5EF","FFFFFF","1"
"55-S45-5-sj2-1","5971","S455","Port Macquarie Marbuk Ave to Newman Senior Technical","School buses","712","00B5EF","FFFFFF","1"
"55-S45-6-sj2-1","5971","S456","Port Macquarie The Ruins Way to Newman Senior Technical","School buses","712","00B5EF","FFFFFF","1"
"55-S45-7-sj2-1","5971","S457","Port Macquarie to Telegraph Point PS via Kundabung","School buses","712","00B5EF","FFFFFF","1"
"55-S45-8-sj2-1","5971","S458","Port Macquarie Matthew Flinders Dr to Hastings Secondary","School buses","712","00B5EF","FFFFFF","1"
"55-S45-9-sj2-1","5971","S459","Port Macquarie Gordon St to Tacking Point PS","School buses","712","00B5EF","FFFFFF","1"
"55-S46-0-sj2-1","5971","S460","Port Macquarie Shelly Beach Rd to Port Macquarie PS","School buses","712","00B5EF","FFFFFF","1"
"55-S46-1-sj2-1","5971","S461","King Creek Rd to Hastings Secondary via Wauchope","School buses","712","00B5EF","FFFFFF","1"
"55-S46-2-sj2-1","5971","S462","Port Macquarie Matthew Flinders Dr to Westport PS","School buses","712","00B5EF","FFFFFF","1"
"55-S46-3-sj2-1","5971","S463","Port Macquarie Clifton Dr to Hastings PS via Marian Dr","School buses","712","00B5EF","FFFFFF","1"
"55-S46-4-sj2-1","5971","S464","Port Macquarie Koala St to Hastings Secondary","School buses","712","00B5EF","FFFFFF","1"
"55-S46-5-sj2-1","5971","S465","Port Macquarie Newport Island Rd to MacKillop","School buses","712","00B5EF","FFFFFF","1"
"55-S46-6-sj2-1","5971","S466","Bonny Hills to Hastings Secondary","School buses","712","00B5EF","FFFFFF","1"
"55-S46-7-sj2-1","5971","S467","Port Macquarie Clifton Dr to Port Macquarie Adventist","School buses","712","00B5EF","FFFFFF","1"
"55-S46-8-sj2-1","5971","S468","Kundabung Rodeo Dr to Hastings Secondary","School buses","712","00B5EF","FFFFFF","1"
"55-S46-9-sj2-1","5971","S469","Port Macquarie Dahlsford Dr to Newman Senior Technical","School buses","712","00B5EF","FFFFFF","1"
"55-S47-0-sj2-1","5971","S470","Sancrox Billabong Dr to Hastings Secondary via Lake Innes Dr","School buses","712","00B5EF","FFFFFF","1"
"55-S47-1-sj2-1","5971","S471","Port Macquarie Pacific Dr to Hastings Secondary","School buses","712","00B5EF","FFFFFF","1"
"55-S47-2-sj2-1","5971","S472","Port Macquarie Oxley Hwy to Port Macquarie PS","School buses","712","00B5EF","FFFFFF","1"
"55-S47-3-sj2-1","5971","S473","West Kempsey Elbow St to Kempsey Belgrave St","School buses","712","00B5EF","FFFFFF","1"
"55-S47-4-sj2-1","5971","S474","Toorooka Warbro Brook Rd to Macleay Vocational","School buses","712","00B5EF","FFFFFF","1"
"55-S47-5-sj2-1","5971","S475","Moparrabah Willi Willi Rd to Willawarrin PS","School buses","712","00B5EF","FFFFFF","1"
"55-S47-6-sj2-1","5971","S476","South West Rocks to Macleay Vocational","School buses","712","00B5EF","FFFFFF","1"
"55-S47-7-sj2-1","5971","S477","Temagog Rd to Kempsey","School buses","712","00B5EF","FFFFFF","1"
"55-S47-8-sj2-1","5971","S478","Millbank Hickeys Creek Rd to Hickeys Creek","School buses","712","00B5EF","FFFFFF","1"
"55-S47-9-sj2-1","5971","S479","Millbank Hickeys Creek Rd to Willawarrin PS","School buses","712","00B5EF","FFFFFF","1"
"55-S48-0-sj2-1","5971","S480","Wittitrin Dungay Creek Rd to Aldavilla Primary","School buses","712","00B5EF","FFFFFF","1"
"55-S48-1-sj2-1","5971","S481","Aldavilla Sherwood Rd to Aldavilla Primary via Kempsey Airport","School buses","712","00B5EF","FFFFFF","1"
"55-S48-2-sj2-1","5971","S482","Mooneba Armidale Rd to Kempsey High","School buses","712","00B5EF","FFFFFF","1"
"55-S48-3-sj2-1","5971","S483","Kempsey High to Kempsey East PS via South Kempsey","School buses","712","00B5EF","FFFFFF","1"
"55-S48-4-sj2-1","5971","S484","Crescent Head to Kempsey Adventist","School buses","712","00B5EF","FFFFFF","1"
"55-S48-5-sj2-1","5971","S485","Kempsey Adventist to Crescent Head PS","School buses","712","00B5EF","FFFFFF","1"
"55-S48-6-sj2-1","5971","S486","Yessabah Clarkes Rd to Kempsey West PS","School buses","712","00B5EF","FFFFFF","1"
"55-S48-7-sj2-1","5971","S487","Kempsey West PS to Aldavilla Primary","School buses","712","00B5EF","FFFFFF","1"
"55-S48-8-sj2-1","5971","S488","Collombatti Seven Hills Rd to Kempsey West PS","School buses","712","00B5EF","FFFFFF","1"
"55-S48-9-sj2-1","5971","S489","Bellimbopinni Sutherlands Lane to Kempsey Adventist via Smithtown","School buses","712","00B5EF","FFFFFF","1"
"55-S49-0-sj2-1","5971","S490","Crescent Head to Melville High","School buses","712","00B5EF","FFFFFF","1"
"55-S49-1-sj2-1","5971","S491","Melville High to Kempsey","School buses","712","00B5EF","FFFFFF","1"
"55-S49-2-sj2-1","5971","S492","South Kempsey Crescent Head Rd to Kempsey East PS via Crescent Head","School buses","712","00B5EF","FFFFFF","1"
"55-S49-3-sj2-1","5971","S493","Kempsey Belgrave St to Kempsey Adventist","School buses","712","00B5EF","FFFFFF","1"
"55-S49-4-sj2-1","5971","S494","Macleay Vocational to Kempsey","School buses","712","00B5EF","FFFFFF","1"
"55-S49-5-sj2-1","5971","S495","St Joseph's Regional to West Haven via Laurieton","School buses","712","00B5EF","FFFFFF","1"
"55-S49-6-sj2-1","5971","S496","Port Macquarie Adventist to Bonny Hills via St Agnes' Primary","School buses","712","00B5EF","FFFFFF","1"
"55-S49-7-sj2-1","5971","S497","Camden Haven High to Laurieton","School buses","712","00B5EF","FFFFFF","1"
"55-S49-8-sj2-1","5971","S498","Port Macquarie PS to Bonny Hills","School buses","712","00B5EF","FFFFFF","1"
"55-S49-9-sj2-1","5971","S499","Port Macquarie Adventist to Herons Creek Pacific Hwy via King Creek","School buses","712","00B5EF","FFFFFF","1"
"55-S50-0-sj2-1","5971","S500","Kendall PS to Lorne Rd via Black Creek","School buses","712","00B5EF","FFFFFF","1"
"55-S50-1-sj2-1","5971","S501","Kendall PS to Ross Glen Rd via Johns River","School buses","712","00B5EF","FFFFFF","1"
"55-S50-2-sj2-1","5971","S502","St Joseph's Regional to Port Macquarie The Ruins Way","School buses","712","00B5EF","FFFFFF","1"
"55-S50-3-sj2-1","5971","S503","St Joseph's Regional to West Haven via Kendall","School buses","712","00B5EF","FFFFFF","1"
"55-S50-4-sj2-1","5971","S504","Laurieton PS to Kendall","School buses","712","00B5EF","FFFFFF","1"
"55-S50-5-sj2-1","5971","S505","St Joseph's Primary to West Haven via Lake Cathie","School buses","712","00B5EF","FFFFFF","1"
"55-S50-6-sj2-1","5971","S506","Kendall PS to Kendall","School buses","712","00B5EF","FFFFFF","1"
"55-S50-7-sj2-1","5971","S507","St Joseph's Primary to Lakewood via Kendall","School buses","712","00B5EF","FFFFFF","1"
"55-S50-8-sj2-1","5971","S508","North Haven PS to Dunbogan The Boulevarde via Camden Head","School buses","712","00B5EF","FFFFFF","1"
"55-S50-9-sj2-1","5971","S509","Camden Haven High to Bonny Hills via North Haven","School buses","712","00B5EF","FFFFFF","1"
"55-S51-0-sj2-1","5971","S510","St Joseph's Primary to Lake Cathie","School buses","712","00B5EF","FFFFFF","1"
"55-S51-1-sj2-1","5971","S511","Laurieton PS to Batar Creek Rd","School buses","712","00B5EF","FFFFFF","1"
"55-S51-2-sj2-1","5971","S512","Lake Cathie PS to Bonny Hills","School buses","712","00B5EF","FFFFFF","1"
"55-S51-3-sj2-1","5971","S513","North Haven PS to Bonny Hills via Seafront Cct","School buses","712","00B5EF","FFFFFF","1"
"55-S51-4-sj2-1","5971","S514","Camden Haven High to Bonny Hills via Laurieton","School buses","712","00B5EF","FFFFFF","1"
"55-S51-5-sj2-1","5971","S515","Lake Cathie PS to Lake Cathie","School buses","712","00B5EF","FFFFFF","1"
"55-S51-6-sj2-1","5971","S516","North Haven PS to Lake Cathie","School buses","712","00B5EF","FFFFFF","1"
"55-S51-7-sj2-1","5971","S517","St Joseph's Regional to Bonny Hills","School buses","712","00B5EF","FFFFFF","1"
"55-S51-8-sj2-1","5971","S518","North Haven PS to Kew Ocean Dr via Herons Creek","School buses","712","00B5EF","FFFFFF","1"
"55-S51-9-sj2-1","5971","S519","Heritage Christian to Camden Head via Laurieton","School buses","712","00B5EF","FFFFFF","1"
"55-S52-0-sj2-1","5971","S520","Hastings Secondary to Bonny Hills","School buses","712","00B5EF","FFFFFF","1"
"55-S52-1-sj2-1","5971","S521","North Haven PS to Bonny Hills","School buses","712","00B5EF","FFFFFF","1"
"55-S52-2-sj2-1","5971","S522","St Joseph's Regional to Lake Cathie via Port Macquarie","School buses","712","00B5EF","FFFFFF","1"
